Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert
2023-05-15,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,
2023-05-15,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,84372,
2023-05-15,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,13.5,
2023-05-15,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,
2023-05-15,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,57317,
2023-05-15,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Temperatur,Allgemeine Parameter,°C,,9.4,
2023-05-15,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-05-15,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,78428,
2023-05-22,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,10.6,
2023-05-22,Verteilnetz,Limmatzone,Pelikanplatz,B0018,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,4,300
2023-05-22,Verteilnetz,Limmatzone,Pelikanplatz,B0018,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,9.7,
2023-05-22,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,6,300
2023-05-22,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,11.7,
2023-05-22,Verteilnetz,Hangzone,im Mittelleimbach,B0117,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-05-22,Verteilnetz,Hangzone,im Mittelleimbach,B0117,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,9.7,
2023-05-22,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,300
2023-05-22,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,8.6,
2023-05-22,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-05-22,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,12.8,
2023-05-22,Verteilnetz,Limmatzone,Idaplatz,B0192,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-05-22,Verteilnetz,Limmatzone,Idaplatz,B0192,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Idaplatz,B0192,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,10.8,
2023-05-22,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,4,300
2023-05-22,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,13.3,
2023-05-22,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,300
2023-05-22,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,13.6,
2023-05-22,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-05-22,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,10.9,
2023-05-22,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,22,300
2023-05-22,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,10.3,
2023-05-22,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,9,300
2023-05-22,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,11.5,
2023-05-22,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,9,300
2023-05-22,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,10.4,
2023-05-22,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,300
2023-05-22,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,9.7,
2023-05-22,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-05-22,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,39,300
2023-05-22,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,12.1,
2023-05-22,Verteilnetz,Hangzone,Meierhofplatz,B0454,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-05-22,Verteilnetz,Hangzone,Meierhofplatz,B0454,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,Meierhofplatz,B0454,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,11,
2023-05-22,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,20,300
2023-05-22,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,13.2,
2023-05-22,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,20,300
2023-05-22,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,12.2,
2023-05-22,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,300
2023-05-22,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,14.1,
2023-05-22,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-05-22,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,13.9,
2023-05-22,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-05-22,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,12.3,
2023-05-22,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,5,300
2023-05-22,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Temperatur,Allgemeine Parameter,°C,,11,
2023-05-22,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,10,300
2023-05-22,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Temperatur,Allgemeine Parameter,°C,,10.5,
2023-05-22,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,12,300
2023-05-22,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,12.6,
2023-05-22,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,4,300
2023-05-22,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,13.2,
2023-05-22,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,32,300
2023-05-22,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Temperatur,Allgemeine Parameter,°C,,9.4,
2023-05-22,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-05-22,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-05-22,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-06-05,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,12.5,
2023-06-05,Verteilnetz,Limmatzone,Pelikanplatz,B0018,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2,
2023-06-05,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,76761,
2023-06-05,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,11.5,
2023-06-05,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,
2023-06-05,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,78672,
2023-06-05,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,12.4,
2023-06-05,Verteilnetz,Hangzone,im Mittelleimbach,B0117,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,
2023-06-05,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,84822,
2023-06-05,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,11.6,
2023-06-05,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.1,
2023-06-05,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,61139,
2023-06-05,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,9.7,
2023-06-05,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-06-05,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,62633,
2023-06-05,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,15.1,
2023-06-05,Verteilnetz,Limmatzone,Idaplatz,B0192,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,
2023-06-05,Verteilnetz,Limmatzone,Idaplatz,B0192,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,74317,
2023-06-05,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,13.7,
2023-06-05,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,
2023-06-05,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,70689,
2023-06-05,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,15.7,
2023-06-05,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,
2023-06-05,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,61756,
2023-06-05,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,16.2,
2023-06-05,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,
2023-06-05,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,79278,
2023-06-05,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,11.9,
2023-06-05,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.1,
2023-06-05,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,100733,
2023-06-05,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,10.2,
2023-06-05,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.1,
2023-06-05,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,81461,
2023-06-05,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,12.7,
2023-06-05,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,
2023-06-05,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,98472,
2023-06-05,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,12.2,
2023-06-05,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,
2023-06-05,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,72083,
2023-06-05,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,11.1,
2023-06-05,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,
2023-06-05,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,59933,
2023-06-05,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Temperatur,Allgemeine Parameter,°C,,13.9,
2023-06-05,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-06-05,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,70978,
2023-06-05,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,13.8,
2023-06-05,Verteilnetz,Hangzone,Meierhofplatz,B0454,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,0.9,
2023-06-05,Verteilnetz,Hangzone,Meierhofplatz,B0454,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,37550,
2023-06-05,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,12.9,
2023-06-05,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,
2023-06-05,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,67233,
2023-06-05,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,16.5,
2023-06-05,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.2,
2023-06-05,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,43000,
2023-06-05,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,14.4,
2023-06-05,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.3,
2023-06-05,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,45594,
2023-06-05,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,16.7,
2023-06-05,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.3,
2023-06-05,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,39489,
2023-06-05,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,16.3,
2023-06-05,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.5,
2023-06-05,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,79578,
2023-06-05,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,14.1,
2023-06-05,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,
